song_title,streams_raw,daily_raw,rank,is_feature,title,role,streams,daily
* Wanna Know Remix (feat. Drake),"132,517,017","20,666",264,TRUE,Wanna Know Remix (feat. Drake),Featured Artist,132517017,20666
Members Only (feat. PARTYNEXTDOOR),"132,464,041","90,849",265,FALSE,Members Only (feat. PARTYNEXTDOOR),Lead Artist,132464041,90849
Live From The Gutter,"132,073,696","21,867",266,FALSE,Live From The Gutter,Lead Artist,132073696,21867
* Versace (Remix),"131,643,156","17,605",267,TRUE,Versace (Remix),Featured Artist,131643156,17605
* SOMETHING ABOUT YOU,"131,147,091","131,955",268,TRUE,SOMETHING ABOUT YOU,Featured Artist,131147091,131955
* Having Our Way (feat. Drake),"129,228,509","92,673",269,TRUE,Having Our Way (feat. Drake),Featured Artist,129228509,92673
More M’s,"128,738,766","23,203",270,FALSE,More M’s,Lead Artist,128738766,23203
After Dark (feat. Static Major & Ty Dolla $ign),"127,229,190","15,674",271,FALSE,After Dark (feat. Static Major & Ty Dolla $ign),Lead Artist,127229190,15674
On The Radar Freestyle,"126,999,908","37,943",272,FALSE,On The Radar Freestyle,Lead Artist,126999908,37943
* TWIST & TURN (feat. Drake & PARTYNEXTDOOR),"126,907,168","39,779",273,TRUE,TWIST & TURN (feat. Drake & PARTYNEXTDOOR),Featured Artist,126907168,39779
Used To,"125,866,397","13,698",274,FALSE,Used To,Lead Artist,125866397,13698
Miss Me,"125,849,384","58,742",275,FALSE,Miss Me,Lead Artist,125849384,58742
Views,"125,707,188","38,575",276,FALSE,Views,Lead Artist,125707188,38575
You Only Live Twice (with Lil Wayne & Rick Ross),"123,434,603","44,921",277,FALSE,You Only Live Twice (with Lil Wayne & Rick Ross),Lead Artist,123434603,44921
Peak,"123,421,900","27,741",278,FALSE,Peak,Lead Artist,123421900,27741
Talk Up (feat. Jay-Z),"122,837,816","11,108",279,FALSE,Talk Up (feat. Jay-Z),Lead Artist,122837816,11108
Can't Have Everything,"121,236,172","23,028",280,FALSE,Can't Have Everything,Lead Artist,121236172,23028
The Real Her,"120,882,626","43,002",281,FALSE,The Real Her,Lead Artist,120882626,43002
Since Way Back,"119,313,747","40,119",282,FALSE,Since Way Back,Lead Artist,119313747,40119
* No Shopping (feat. Drake),"119,137,237","8,822",283,TRUE,No Shopping (feat. Drake),Featured Artist,119137237,8822
"* Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix","119,107,653","27,036",284,TRUE,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Featured Artist,119107653,27036
Fireworks,"118,974,774","191,015",285,FALSE,Fireworks,Lead Artist,118974774,191015
Texts Go Green,"118,479,345","56,762",286,FALSE,Texts Go Green,Lead Artist,118479345,56762
* CN TOWER,"118,471,584","104,133",287,TRUE,CN TOWER,Featured Artist,118471584,104133
Bahamas Promises,"118,050,588","52,161",288,FALSE,Bahamas Promises,Lead Artist,118050588,52161
War,"116,766,329","19,674",289,FALSE,War,Lead Artist,116766329,19674
GIMME A HUG,"116,595,058","71,219",290,FALSE,GIMME A HUG,Lead Artist,116595058,71219
Falling Back,"116,369,276","36,717",291,FALSE,Falling Back,Lead Artist,116369276,36717
* Talk To Me,"115,390,558","39,189",292,TRUE,Talk To Me,Featured Artist,115390558,39189
Houstatlantavegas,"115,195,342","120,795",293,FALSE,Houstatlantavegas,Lead Artist,115195342,120795
Wednesday Night Interlude,"115,025,916","29,694",294,FALSE,Wednesday Night Interlude,Lead Artist,115025916,29694
Daylight,"114,663,213","28,762",295,FALSE,Daylight,Lead Artist,114663213,28762
Middle of the Ocean,"113,698,133","44,033",296,FALSE,Middle of the Ocean,Lead Artist,113698133,44033
Treacherous Twins,"113,679,590","28,381",297,FALSE,Treacherous Twins,Lead Artist,113679590,28381
Faithful,"113,501,874","16,029",298,FALSE,Faithful,Lead Artist,113501874,16029
* Live For,"113,263,737","25,600",299,TRUE,Live For,Featured Artist,113263737,25600
Drew A Picasso,"113,197,385","70,460",300,FALSE,Drew A Picasso,Lead Artist,113197385,70460
F*****g Fans,"111,626,460","69,315",301,FALSE,F*****g Fans,Lead Artist,111626460,69315
* Sideways,"111,168,244","90,870",302,TRUE,Sideways,Featured Artist,111168244,90870
Plastic Bag,"110,958,802","18,455",303,FALSE,Plastic Bag,Lead Artist,110958802,18455
Calling For You (feat. 21 Savage),"109,461,190","28,793",304,FALSE,Calling For You (feat. 21 Savage),Lead Artist,109461190,28793
7am On Bridle Path,"108,948,168","32,015",305,FALSE,7am On Bridle Path,Lead Artist,108948168,32015
Madonna,"108,083,806","16,404",306,FALSE,Madonna,Lead Artist,108083806,16404
You & The 6,"107,263,541","28,914",307,FALSE,You & The 6,Lead Artist,107263541,28914
Change Locations,"106,784,945","19,329",308,FALSE,Change Locations,Lead Artist,106784945,19329
* Needle (feat. Drake),"106,373,563","91,624",309,TRUE,Needle (feat. Drake),Featured Artist,106373563,91624
I'm The Plug,"105,559,600","15,856",310,FALSE,I'm The Plug,Lead Artist,105559600,15856
Connect,"104,513,573","21,941",311,FALSE,Connect,Lead Artist,104513573,21941
* Diced Pineapples,"104,308,403","65,322",312,TRUE,Diced Pineapples,Featured Artist,104308403,65322
* Mine (feat. Drake),"104,277,017","40,543",313,TRUE,Mine (feat. Drake),Featured Artist,104277017,40543
We'll Be Fine,"104,081,378","28,759",314,FALSE,We'll Be Fine,Lead Artist,104081378,28759
Unforgettable,"102,958,998","85,177",315,FALSE,Unforgettable,Lead Artist,102958998,85177
What Would Pluto Do,"101,949,001","37,279",316,FALSE,What Would Pluto Do,Lead Artist,101949001,37279
Another Late Night (feat. Lil Yachty),"101,579,555","31,950",317,FALSE,Another Late Night (feat. Lil Yachty),Lead Artist,101579555,31950
Plot Twist,"101,095,109","323,266",318,FALSE,Plot Twist,Lead Artist,101095109,323266
* U My Everything (feat. Drake),"100,982,147","30,153",319,TRUE,U My Everything (feat. Drake),Featured Artist,100982147,30153
Skepta Interlude,"100,929,019","11,073",320,FALSE,Skepta Interlude,Lead Artist,100929019,11073
Club Paradise,"100,629,905","125,025",321,FALSE,Club Paradise,Lead Artist,100629905,125025
2 Hard 4 The Radio,"100,448,728","255,522",322,FALSE,2 Hard 4 The Radio,Lead Artist,100448728,255522
* No New Friends - SFTB Remix,"99,657,574","32,424",323,TRUE,No New Friends - SFTB Remix,Featured Artist,99657574,32424
Fear Of Heights,"99,309,276","27,534",324,FALSE,Fear Of Heights,Lead Artist,99309276,27534
* D4L,"98,750,729","16,499",325,TRUE,D4L,Featured Artist,98750729,16499
Demons (feat. Fivio Foreign & Sosa Geek),"98,442,427","10,393",326,FALSE,Demons (feat. Fivio Foreign & Sosa Geek),Lead Artist,98442427,10393
* NO SECRET (feat. Drake),"98,420,397","12,608",327,TRUE,NO SECRET (feat. Drake),Featured Artist,98420397,12608
The Ride,"98,057,496","70,757",328,FALSE,The Ride,Lead Artist,98057496,70757
I Guess It’s Fuck Me,"98,040,191","41,335",329,FALSE,I Guess It’s Fuck Me,Lead Artist,98040191,41335
Diplomatic Immunity,"95,458,502","8,596",330,FALSE,Diplomatic Immunity,Lead Artist,95458502,8596
Uptown (feat. Bun B & Lil Wayne),"94,281,660","26,367",331,FALSE,Uptown (feat. Bun B & Lil Wayne),Lead Artist,94281660,26367
6PM In New York,"94,146,284","30,418",332,FALSE,6PM In New York,Lead Artist,94146284,30418
From Florida With Love,"94,005,738","21,157",333,FALSE,From Florida With Love,Lead Artist,94005738,21157
Currents,"93,273,204","31,820",334,FALSE,Currents,Lead Artist,93273204,31820
* Say Something (Featuring Drake),"92,859,334","55,983",335,TRUE,Say Something (Featuring Drake),Featured Artist,92859334,55983
Bria's Interlude (feat. Omarion),"92,166,095","56,972",336,FALSE,Bria's Interlude (feat. Omarion),Lead Artist,92166095,56972
Is There More,"90,531,945","10,872",337,FALSE,Is There More,Lead Artist,90531945,10872
Glow,"89,688,769","9,109",338,FALSE,Glow,Lead Artist,89688769,9109
* DnF (feat. Drake & Future),"89,584,975","9,998",339,TRUE,DnF (feat. Drake & Future),Featured Artist,89584975,9998
7969 Santa,"88,845,813","32,809",340,FALSE,7969 Santa,Lead Artist,88845813,32809
B's On The Table (feat. 21 Savage),"88,161,327","307,347",341,FALSE,B's On The Table (feat. 21 Savage),Lead Artist,88161327,307347
All The Parties (feat. Chief Keef),"87,969,757","39,536",342,FALSE,All The Parties (feat. Chief Keef),Lead Artist,87969757,39536
Buried Alive Interlude,"87,267,139","21,015",343,FALSE,Buried Alive Interlude,Lead Artist,87267139,21015
Final Fantasy,"87,095,832","11,573",344,FALSE,Final Fantasy,Lead Artist,87095832,11573
Calling My Name,"85,776,713","20,487",345,FALSE,Calling My Name,Lead Artist,85776713,20487
Amen (feat. Teezo Touchdown),"85,324,314","20,518",346,FALSE,Amen (feat. Teezo Touchdown),Lead Artist,85324314,20518
* PIMMIE'S DILEMMA,"85,005,732","57,449",347,TRUE,PIMMIE'S DILEMMA,Featured Artist,85005732,57449
Polar Opposites,"83,428,084","55,667",348,FALSE,Polar Opposites,Lead Artist,83428084,55667
* Back on Road,"83,291,747","9,396",349,TRUE,Back on Road,Featured Artist,83291747,9396
Dust,"81,334,991","174,577",350,FALSE,Dust,Lead Artist,81334991,174577
* Big Amount,"80,739,763","7,161",351,TRUE,Big Amount,Featured Artist,80739763,7161
Ratchet Happy Birthday,"79,713,399","6,922",352,FALSE,Ratchet Happy Birthday,Lead Artist,79713399,6922
* We Caa Done (feat. Drake),"79,033,320","26,404",353,TRUE,We Caa Done (feat. Drake),Featured Artist,79033320,26404
* I Invented Sex (feat. Drake),"78,786,710","113,384",354,TRUE,I Invented Sex (feat. Drake),Featured Artist,78786710,113384
305 To My City,"78,107,101","8,268",355,FALSE,305 To My City,Lead Artist,78107101,8268
* GREEDY,"77,715,818","95,506",356,TRUE,GREEDY,Featured Artist,77715818,95506
Landed,"77,347,278","17,203",357,FALSE,Landed,Lead Artist,77347278,17203
November 18th,"76,641,591","23,588",358,FALSE,November 18th,Lead Artist,76641591,23588
Away From Home,"76,547,660","49,938",359,FALSE,Away From Home,Lead Artist,76547660,49938
Make Them Cry,"75,412,819","145,171",360,FALSE,Make Them Cry,Lead Artist,75412819,145171
* SPIDER-MAN SUPERMAN,"75,155,701","67,010",361,TRUE,SPIDER-MAN SUPERMAN,Featured Artist,75155701,67010
Omertà,"75,058,187","11,217",362,FALSE,Omertà,Lead Artist,75058187,11217
30 for 30 Freestyle,"74,982,995","14,448",363,FALSE,30 for 30 Freestyle,Lead Artist,74982995,14448
Show Me A Good Time,"74,089,043","38,865",364,FALSE,Show Me A Good Time,Lead Artist,74089043,38865
Cece's Interlude,"73,279,098","91,466",365,FALSE,Cece's Interlude,Lead Artist,73279098,91466
Successful (feat. Trey Songz & Lil Wayne),"72,393,778","28,357",366,FALSE,Successful (feat. Trey Songz & Lil Wayne),Lead Artist,72393778,28357
When To Say When,"71,653,679","17,092",367,FALSE,When To Say When,Lead Artist,71653679,17092
Girls Love Beyoncé (feat. James Fauntleroy),"70,948,566","21,464",368,FALSE,Girls Love Beyoncé (feat. James Fauntleroy),Lead Artist,70948566,21464
Overdrive,"70,336,692","29,473",369,FALSE,Overdrive,Lead Artist,70336692,29473
Uuugly,"69,775,044","87,025",370,FALSE,Uuugly,Lead Artist,69775044,87025
* Blessings - Extended Version,"69,513,643","6,873",371,TRUE,Blessings - Extended Version,Featured Artist,69513643,6873
Lust For Life,"68,909,157","93,479",372,FALSE,Lust For Life,Lead Artist,68909157,93479
* Mr. Wrong,"68,748,998","31,399",373,TRUE,Mr. Wrong,Featured Artist,68748998,31399
* Over Here (feat. Drake),"68,467,359","54,196",374,TRUE,Over Here (feat. Drake),Featured Artist,68467359,54196
* MOTH BALLS,"68,444,260","41,487",375,TRUE,MOTH BALLS,Featured Artist,68444260,41487
March 14,"68,425,823","9,086",376,FALSE,March 14,Lead Artist,68425823,9086
Burning Bridges,"67,638,180","175,764",377,FALSE,Burning Bridges,Lead Artist,67638180,175764
Make Them Pay,"67,035,248","140,719",378,FALSE,Make Them Pay,Lead Artist,67035248,140719
* Fall For Your Type (feat. Drake),"66,519,397","21,143",379,TRUE,Fall For Your Type (feat. Drake),Featured Artist,66519397,21143
* B.B. King Freestyle (with Drake),"65,904,475","23,741",380,TRUE,B.B. King Freestyle (with Drake),Featured Artist,65904475,23741
Evil Ways (feat. J. Cole),"65,657,878","34,037",381,FALSE,Evil Ways (feat. J. Cole),Lead Artist,65657878,34037
Paris Morton Music,"64,689,929","52,568",382,FALSE,Paris Morton Music,Lead Artist,64689929,52568
The Remorse,"64,531,585","23,340",383,FALSE,The Remorse,Lead Artist,64531585,23340
I Get Lonely,"64,401,703","140,614",384,FALSE,I Get Lonely,Lead Artist,64401703,140614
Liability,"63,839,354","27,663",385,FALSE,Liability,Lead Artist,63839354,27663
5 Am in Toronto,"63,085,195","25,629",386,FALSE,5 Am in Toronto,Lead Artist,63085195,25629
Stories About My Brother,"63,014,147","40,577",387,FALSE,Stories About My Brother,Lead Artist,63014147,40577
* Work - R3hab Remix,"60,868,480","5,285",388,TRUE,Work - R3hab Remix,Featured Artist,60868480,5285
* Ela É do Tipo (feat. Drake) [Remix],"60,678,682","5,846",389,TRUE,Ela É do Tipo (feat. Drake) [Remix],Featured Artist,60678682,5846
* Money To Blow - Street Version,"60,328,091","28,649",390,TRUE,Money To Blow - Street Version,Featured Artist,60328091,28649
RAINING IN HOUSTON,"60,278,237","52,706",391,FALSE,RAINING IN HOUSTON,Lead Artist,60278237,52706
* Healing,"59,493,934","99,677",392,TRUE,Healing,Featured Artist,59493934,99677
* My Love (feat. Drake),"59,100,845","14,929",393,TRUE,My Love (feat. Drake),Featured Artist,59100845,14929
* Schemin Up (feat. Drake and Preme),"58,822,801","9,725",394,TRUE,Schemin Up (feat. Drake and Preme),Featured Artist,58822801,9725
"Two Birds, One Stone","58,359,269","16,786",395,FALSE,"Two Birds, One Stone",Lead Artist,58359269,16786
Make Them Know,"57,199,907","157,588",396,FALSE,Make Them Know,Lead Artist,57199907,157588
SMALL TOWN FAME,"57,192,753","37,491",397,FALSE,SMALL TOWN FAME,Lead Artist,57192753,37491
DOG HOUSE (feat. Julia Wolf & Yeat),"56,465,355","81,031",398,FALSE,DOG HOUSE (feat. Julia Wolf & Yeat),Lead Artist,56465355,81031
Deep Pockets,"56,339,743","12,636",399,FALSE,Deep Pockets,Lead Artist,56339743,12636
Don’t Worry,"56,206,115","154,326",400,FALSE,Don’t Worry,Lead Artist,56206115,154326
* Betrayal (feat. Drake),"55,088,437","11,068",401,TRUE,Betrayal (feat. Drake),Featured Artist,55088437,11068
Tie That Binds,"54,775,286","17,054",402,FALSE,Tie That Binds,Lead Artist,54775286,17054
* HOT UPTOWN (feat. Drake),"53,844,925","30,724",403,TRUE,HOT UPTOWN (feat. Drake),Featured Artist,53844925,30724
* Round of Applause (feat. Drake),"53,377,022","28,434",404,TRUE,Round of Applause (feat. Drake),Featured Artist,53377022,28434
Losses,"53,296,977","15,812",405,FALSE,Losses,Lead Artist,53296977,15812
WNBA,"52,721,958","275,557",406,FALSE,WNBA,Lead Artist,52721958,275557
* MR RECOUP,"52,374,462","45,183",407,TRUE,MR RECOUP,Featured Artist,52374462,45183
* Killer,"51,349,872","5,768",408,TRUE,Killer,Featured Artist,51349872,5768
Dreams Money Can Buy,"50,474,418","17,218",409,FALSE,Dreams Money Can Buy,Lead Artist,50474418,17218
Hoe Phase,"50,231,973","187,313",410,FALSE,Hoe Phase,Lead Artist,50231973,187313
4pm in Calabasas,"50,143,816","14,745",411,FALSE,4pm in Calabasas,Lead Artist,50143816,14745
* WHEN HE'S GONE,"48,220,206","37,984",412,TRUE,WHEN HE'S GONE,Featured Artist,48220206,37984
The Shoe Fits,"47,775,218","34,120",413,FALSE,The Shoe Fits,Lead Artist,47775218,34120
CRYING IN CHANEL,"47,316,580","22,828",414,FALSE,CRYING IN CHANEL,Lead Artist,47316580,22828
Days in The East,"47,183,412","29,724",415,FALSE,Days in The East,Lead Artist,47183412,29724
* No Guns Allowed (feat. Drake & Cori B.),"47,171,476","2,432",416,TRUE,No Guns Allowed (feat. Drake & Cori B.),Featured Artist,47171476,2432
Red Button,"47,016,105","29,437",417,FALSE,Red Button,Lead Artist,47016105,29437
* To the Max (feat. Drake),"46,105,972","1,686",418,TRUE,To the Max (feat. Drake),Featured Artist,46105972,1686
Road Trips,"46,104,973","180,978",419,FALSE,Road Trips,Lead Artist,46104973,180978
Fortworth (feat. PARTYNEXTDOOR),"45,913,740","177,843",420,FALSE,Fortworth (feat. PARTYNEXTDOOR),Lead Artist,45913740,177843
Ignant Shit (feat. Lil Wayne),"45,730,373","11,851",421,FALSE,Ignant Shit (feat. Lil Wayne),Lead Artist,45730373,11851
Little Birdie,"45,661,136","93,570",422,FALSE,Little Birdie,Lead Artist,45661136,93570
BBL Love - Interlude,"45,211,509","14,035",423,FALSE,BBL Love - Interlude,Lead Artist,45211509,14035
* Amen (feat. Drake),"44,860,539","11,131",424,TRUE,Amen (feat. Drake),Featured Artist,44860539,11131
* I'm Single,"44,626,740","25,780",425,TRUE,I'm Single,Featured Artist,44626740,25780
Thank Me Now,"44,233,694","11,412",426,FALSE,Thank Me Now,Lead Artist,44233694,11412
Intro,"43,999,211","12,975",427,FALSE,Intro,Lead Artist,43999211,12975
Make Them Remember,"43,898,660","80,552",428,FALSE,Make Them Remember,Lead Artist,43898660,80552
Karaoke,"43,339,689","20,314",429,FALSE,Karaoke,Lead Artist,43339689,20314
Light Up,"43,288,047","14,506",430,FALSE,Light Up,Lead Artist,43288047,14506
* 100it Racks,"43,016,417","6,791",431,TRUE,100it Racks,Featured Artist,43016417,6791
I'm Spent (feat. Loe Shimmy),"42,898,774","262,357",432,FALSE,I'm Spent (feat. Loe Shimmy),Lead Artist,42898774,262357
* MEET YOUR PADRE,"42,740,521","18,340",433,TRUE,MEET YOUR PADRE,Featured Artist,42740521,18340
Down Hill,"42,518,485","12,084",434,FALSE,Down Hill,Lead Artist,42518485,12084
* OMW,"41,425,349","35,051",435,TRUE,OMW,Featured Artist,41425349,35051
BRIAN STEEL,"41,357,913","23,155",436,FALSE,BRIAN STEEL,Lead Artist,41357913,23155
Let’s Call It Off (feat. Peter Bjorn and John),"40,812,590","26,925",437,FALSE,Let’s Call It Off (feat. Peter Bjorn and John),Lead Artist,40812590,26925
* CELIBACY,"40,247,904","34,683",438,TRUE,CELIBACY,Featured Artist,40247904,34683
Brand New,"39,376,313","18,946",439,FALSE,Brand New,Lead Artist,39376313,18946
* Poppin Bottles,"39,359,101","15,669",440,TRUE,Poppin Bottles,Featured Artist,39359101,15669
* SOMEBODY LOVES ME PT. 2,"39,231,801","66,489",441,TRUE,SOMEBODY LOVES ME PT. 2,Featured Artist,39231801,66489
* LASERS,"38,754,899","22,111",442,TRUE,LASERS,Featured Artist,38754899,22111
Slap The City (feat. Qendresa),"37,830,699","147,237",443,FALSE,Slap The City (feat. Qendresa),Lead Artist,37830699,147237
Classic,"37,752,508","148,934",444,FALSE,Classic,Lead Artist,37752508,148934
* Ahí,"37,634,669","733,789",445,TRUE,Ahí,Featured Artist,37634669,733789
Firm Friends,"36,825,433","77,416",446,FALSE,Firm Friends,Lead Artist,36825433,77416
* Best I Ever Had Remix,"35,975,337","24,306",447,TRUE,Best I Ever Had Remix,Featured Artist,35975337,24306
* Bring It Back (with Mike WiLL Made-It feat. Drake),"34,670,542","1,145",448,TRUE,Bring It Back (with Mike WiLL Made-It feat. Drake),Featured Artist,34670542,1145
Housekeeping Knows (feat. Latto),"34,225,261","25,355",449,FALSE,Housekeeping Knows (feat. Latto),Lead Artist,34225261,25355
Fear,"33,451,525","23,382",450,FALSE,Fear,Lead Artist,33451525,23382
* ALL I NEED (feat. Drake),"33,213,777","14,726",451,TRUE,ALL I NEED (feat. Drake),Featured Artist,33213777,14726
Draft Day,"33,172,557","12,074",452,FALSE,Draft Day,Lead Artist,33172557,12074
Jodeci Freestyle (feat. J. Cole),"32,666,701","15,614",453,FALSE,Jodeci Freestyle (feat. J. Cole),Lead Artist,32666701,15614
Free Spirit (feat. Rick Ross),"32,615,184","16,945",454,FALSE,Free Spirit (feat. Rick Ross),Lead Artist,32615184,16945
* Modo Capone (with Drake & Fuerza Regida),"32,492,903","12,271",455,TRUE,Modo Capone (with Drake & Fuerza Regida),Featured Artist,32492903,12271
High Fives,"32,461,228","100,413",456,FALSE,High Fives,Lead Artist,32461228,100413
A Night Off (feat. Lloyd),"32,303,879","30,599",457,FALSE,A Night Off (feat. Lloyd),Lead Artist,32303879,30599
Sooner Than Later,"31,066,833","18,099",458,FALSE,Sooner Than Later,Lead Artist,31066833,18099
Cheetah Print (feat. Sexyy Red),"30,852,639","132,663",459,FALSE,Cheetah Print (feat. Sexyy Red),Lead Artist,30852639,132663
Screw The World - Interlude,"29,773,363","6,479",460,FALSE,Screw The World - Interlude,Lead Artist,29773363,6479
* It's Good,"29,677,972","5,938",461,TRUE,It's Good,Featured Artist,29677972,5938
* Gonorrhea,"28,586,378","14,672",462,TRUE,Gonorrhea,Featured Artist,28586378,14672
New Bestie,"28,475,033","100,864",463,FALSE,New Bestie,Lead Artist,28475033,100864
Wick Man,"27,352,956","22,434",464,FALSE,Wick Man,Lead Artist,27352956,22434
The Calm,"26,789,070","8,876",465,FALSE,The Calm,Lead Artist,26789070,8876
Charged Up,"26,538,166","4,294",466,FALSE,Charged Up,Lead Artist,26538166,4294
White Bone,"26,414,614","101,216",467,FALSE,White Bone,Lead Artist,26414614,101216
* With You,"26,321,151","26,298",468,TRUE,With You,Featured Artist,26321151,26298
Say What's Real,"26,022,422","12,979",469,FALSE,Say What's Real,Lead Artist,26022422,12979
* As We Speak (feat. Drake),"25,925,128","16,112",470,TRUE,As We Speak (feat. Drake),Featured Artist,25925128,16112
* Tony Montana (feat. Drake),"25,863,134","10,844",471,TRUE,Tony Montana (feat. Drake),Featured Artist,25863134,10844
* 2 Mazza (feat. Drake),"25,573,030","39,933",472,TRUE,2 Mazza (feat. Drake),Featured Artist,25573030,39933
* GLORIOUS,"24,925,541","12,446",473,TRUE,GLORIOUS,Featured Artist,24925541,12446
Gen 5,"23,863,137","76,724",474,FALSE,Gen 5,Lead Artist,23863137,76724
* Grindin,"22,398,300","5,718",475,TRUE,Grindin,Featured Artist,22398300,5718
* Cabaret (feat. Drake),"21,936,420","4,416",476,TRUE,Cabaret (feat. Drake),Featured Artist,21936420,4416
"* Deuces Remix (feat. Drake, T.I., Kanye West, Fabolous, Rick Ross & André 3000)","21,840,837","23,120",477,TRUE,"Deuces Remix (feat. Drake, T.I., Kanye West, Fabolous, Rick Ross & André 3000)",Featured Artist,21840837,23120
My Side,"21,372,842","7,148",478,FALSE,My Side,Lead Artist,21372842,7148
Congratulations,"20,719,742","5,910",479,FALSE,Congratulations,Lead Artist,20719742,5910
* Successful (with Drake),"20,449,648","4,682",480,TRUE,Successful (with Drake),Featured Artist,20449648,4682
* Never Satisfied (feat. Drake),"20,241,013","10,362",481,TRUE,Never Satisfied (feat. Drake),Featured Artist,20241013,10362
* Still Got It,"18,571,997","10,528",482,TRUE,Still Got It,Featured Artist,18571997,10528
* 4 My Town (Play Ball),"17,452,705","12,380",483,TRUE,4 My Town (Play Ball),Featured Artist,17452705,12380
"* Deuces Remix (feat. Drake, Kanye West & André 3000)","17,436,102","3,305",484,TRUE,"Deuces Remix (feat. Drake, Kanye West & André 3000)",Featured Artist,17436102,3305
Q&A,"16,932,123","46,771",485,FALSE,Q&A,Lead Artist,16932123,46771
Hurrr Nor Thurr (feat. Sexyy Red),"16,760,233","38,313",486,FALSE,Hurrr Nor Thurr (feat. Sexyy Red),Lead Artist,16760233,38313
Unstoppable (feat. Santigold & Lil Wayne),"16,233,972","3,605",487,FALSE,Unstoppable (feat. Santigold & Lil Wayne),Lead Artist,16233972,3605
Heat Of The Moment,"16,100,860","7,681",488,FALSE,Heat Of The Moment,Lead Artist,16100860,7681
Stuck,"16,053,196","41,558",489,FALSE,Stuck,Lead Artist,16053196,41558
Princess,"16,000,572","92,864",490,FALSE,Princess,Lead Artist,16000572,92864
Amazing Shape (feat. Popcaan),"15,584,048","36,853",491,FALSE,Amazing Shape (feat. Popcaan),Lead Artist,15584048,36853
* Unusual (feat. Drake),"15,573,660","3,358",492,TRUE,Unusual (feat. Drake),Featured Artist,15573660,3358
BBW,"15,381,477","32,850",493,FALSE,BBW,Lead Artist,15381477,32850
* Work - Bad Royale Remix,"15,274,757","1,277",494,TRUE,Work - Bad Royale Remix,Featured Artist,15274757,1277
True Bestie (feat. Iconic Savvy),"14,825,501","40,338",495,FALSE,True Bestie (feat. Iconic Savvy),Lead Artist,14825501,40338
* Champion,"14,297,755","3,643",496,TRUE,Champion,Featured Artist,14297755,3643
Outside Tweaking (feat. Stunna Sandy),"13,993,677","39,748",497,FALSE,Outside Tweaking (feat. Stunna Sandy),Lead Artist,13993677,39748
Prioritizing,"13,974,734","36,676",498,FALSE,Prioritizing,Lead Artist,13974734,36676
Goose and The Juice,"13,665,803","35,135",499,FALSE,Goose and The Juice,Lead Artist,13665803,35135
* We In This 1.5 (feat. Drake and Future),"12,196,499","3,837",500,TRUE,We In This 1.5 (feat. Drake and Future),Featured Artist,12196499,3837
